referrer,views_total,views_unique
nutui.jd.com,4471,760
github.com,1050,237
Google,323,140
npmjs.com,236,9
link.juejin.cn,90,43
ktsoft.coding.net,85,2
cn.bing.com,71,37
Baidu,47,7
gitee.com,44,11
link.zhihu.com,35,12
