referrer,views_total,views_unique
nutui.jd.com,5269,894
github.com,2188,370
Google,251,106
Baidu,104,33
joyspace.jd.com,86,2
madewith.cn,66,1
link.juejin.cn,65,40
cn.bing.com,46,27
link.zhihu.com,42,27
jdf2e.github.io,40,1
