time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-10 00:00:00+00:00,7,5,336,120
2024-10-11 00:00:00+00:00,18,6,472,145
2024-10-12 00:00:00+00:00,4,4,272,124
2024-10-13 00:00:00+00:00,6,4,99,46
2024-10-14 00:00:00+00:00,8,5,394,128
2024-10-15 00:00:00+00:00,5,4,638,164
2024-10-16 00:00:00+00:00,8,5,525,143
2024-10-17 00:00:00+00:00,17,7,480,146
2024-10-18 00:00:00+00:00,12,4,445,140
2024-10-19 00:00:00+00:00,9,4,130,59
2024-10-20 00:00:00+00:00,9,6,165,57
2024-10-21 00:00:00+00:00,8,5,325,135
2024-10-22 00:00:00+00:00,7,2,448,151
2024-10-23 00:00:00+00:00,11,6,562,162
