referrer,views_total,views_unique
nutui.jd.com,4231,707
github.com,1166,202
Google,280,124
link.juejin.cn,215,27
cn.bing.com,74,40
link.zhihu.com,34,25
gitee.com,25,10
Baidu,21,10
npmjs.com,20,6
Bing,9,5
