referrer,views_total,views_unique
nutui.jd.com,4673,784
github.com,1754,322
Google,231,94
link.juejin.cn,109,66
link.csdn.net,34,12
Baidu,30,20
cn.bing.com,28,19
mail.qq.com,24,7
link.zhihu.com,20,18
link.segmentfault.com,19,3
