time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-17 00:00:00+00:00,36,12,1276,207
2022-08-18 00:00:00+00:00,8,8,678,165
2022-08-19 00:00:00+00:00,7,5,971,157
2022-08-20 00:00:00+00:00,4,4,390,66
2022-08-21 00:00:00+00:00,7,5,370,63
2022-08-22 00:00:00+00:00,19,13,1065,164
2022-08-23 00:00:00+00:00,19,14,1043,200
2022-08-24 00:00:00+00:00,7,7,992,200
2022-08-25 00:00:00+00:00,3,3,755,192
2022-08-26 00:00:00+00:00,4,4,834,164
2022-08-27 00:00:00+00:00,3,3,306,74
2022-08-28 00:00:00+00:00,6,4,394,77
2022-08-29 00:00:00+00:00,11,8,962,191
2022-08-30 00:00:00+00:00,21,18,1281,222
