referrer,views_total,views_unique
nutui.jd.com,4534,881
github.com,721,186
link.juejin.cn,333,114
Google,276,131
cn.bing.com,110,55
medium.com,77,25
wx.mail.qq.com,69,1
Baidu,68,47
gitee.com,63,10
hellogithub.com,32,28
