referrer,views_total,views_unique
nutui.jd.com,3743,597
github.com,575,149
Google,222,117
cn.bing.com,72,32
link.juejin.cn,54,25
Bing,39,9
Baidu,32,7
link.zhihu.com,31,16
npmjs.com,14,5
ai2news.com,14,3
