url_path,views_total,views_unique
/jdf2e/nutui,2376,1223
/jdf2e/nutui/issues,1843,450
/jdf2e/nutui/releases,469,275
/jdf2e/nutui/tree/v4/src,380,170
/jdf2e/nutui/tree/v4/src/packages,331,138
/jdf2e/nutui/pulls,324,67
/jdf2e/nutui/tree/v4/src/packages/__VUE,188,85
/jdf2e/nutui/blob/v4/awesome.md,120,80
/jdf2e/nutui/search,106,64
/jdf2e/nutui/tree/v4/src/sites,87,51
