time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-31 00:00:00+00:00,7,5,149,61
2023-01-01 00:00:00+00:00,2,2,114,47
2023-01-02 00:00:00+00:00,27,11,234,63
2023-01-03 00:00:00+00:00,232,25,998,237
2023-01-04 00:00:00+00:00,141,22,1199,234
2023-01-05 00:00:00+00:00,97,16,1040,194
2023-01-06 00:00:00+00:00,85,19,721,196
2023-01-07 00:00:00+00:00,209,20,265,79
2023-01-08 00:00:00+00:00,8,5,207,56
2023-01-09 00:00:00+00:00,247,26,1034,239
2023-01-10 00:00:00+00:00,257,20,946,182
2023-01-11 00:00:00+00:00,157,20,1095,181
2023-01-12 00:00:00+00:00,152,25,1088,175
2023-01-13 00:00:00+00:00,47,10,775,202
