referrer,views_total,views_unique
nutui.jd.com,5223,1045
github.com,965,299
Google,261,144
cn.bing.com,102,56
link.juejin.cn,78,56
gitee.com,65,24
link.zhihu.com,48,27
Baidu,32,13
zhuanlan.kanxue.com,19,1
npmjs.com,18,9
