time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-21 00:00:00+00:00,30,11,767,192
2024-05-22 00:00:00+00:00,17,6,768,180
2024-05-23 00:00:00+00:00,15,9,444,143
2024-05-24 00:00:00+00:00,71,14,546,146
2024-05-25 00:00:00+00:00,55,15,320,72
2024-05-26 00:00:00+00:00,15,7,97,47
2024-05-27 00:00:00+00:00,10,8,469,169
2024-05-28 00:00:00+00:00,13,5,1045,173
2024-05-29 00:00:00+00:00,17,10,634,169
2024-05-30 00:00:00+00:00,22,11,616,190
2024-05-31 00:00:00+00:00,61,18,522,160
2024-06-01 00:00:00+00:00,26,11,139,46
2024-06-02 00:00:00+00:00,37,11,186,56
2024-06-03 00:00:00+00:00,23,11,754,159
