referrer,views_total,views_unique
nutui.jd.com,4651,755
github.com,1052,231
Google,301,127
npmjs.com,234,9
link.juejin.cn,89,43
ktsoft.coding.net,85,2
cn.bing.com,83,39
Baidu,48,8
gitee.com,43,11
link.zhihu.com,33,10
