time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-03 00:00:00+00:00,17,9,1319,254
2022-11-04 00:00:00+00:00,72,18,1685,203
2022-11-05 00:00:00+00:00,6,6,357,114
2022-11-06 00:00:00+00:00,3,3,301,84
2022-11-07 00:00:00+00:00,41,14,1261,222
2022-11-08 00:00:00+00:00,26,21,1442,248
2022-11-09 00:00:00+00:00,13,13,1280,249
2022-11-10 00:00:00+00:00,19,11,1035,219
2022-11-11 00:00:00+00:00,23,10,1079,221
2022-11-12 00:00:00+00:00,5,5,290,101
2022-11-13 00:00:00+00:00,3,3,253,73
2022-11-14 00:00:00+00:00,27,14,977,212
2022-11-15 00:00:00+00:00,27,8,1079,193
2022-11-16 00:00:00+00:00,24,15,1114,219
