referrer,views_total,views_unique
nutui.jd.com,5708,881
github.com,993,196
Google,221,98
link.juejin.cn,131,44
cn.bing.com,107,53
Baidu,73,18
npmjs.com,45,9
link.zhihu.com,28,13
joyspace.jd.com,25,1
ext.dcloud.net.cn,22,4
