referrer,views_total,views_unique
nutui.jd.com,5089,927
github.com,872,163
Google,272,120
cn.bing.com,101,54
npmjs.com,71,5
link.zhihu.com,36,24
wx.mail.qq.com,36,2
gitee.com,29,11
link.juejin.cn,25,20
Bing,15,11
