referrer,views_total,views_unique
nutui.jd.com,5720,1089
github.com,1761,313
Google,211,91
link.juejin.cn,113,44
cn.bing.com,65,33
link.zhihu.com,44,28
Baidu,41,15
Bing,37,14
gitee.com,26,19
m.baidu.com,21,3
