time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-10 00:00:00+00:00,6,6,118,51
2024-03-11 00:00:00+00:00,99,14,1164,178
2024-03-12 00:00:00+00:00,12,11,707,168
2024-03-13 00:00:00+00:00,122,14,851,151
2024-03-14 00:00:00+00:00,45,12,796,167
2024-03-15 00:00:00+00:00,23,13,713,144
2024-03-16 00:00:00+00:00,19,12,233,68
2024-03-17 00:00:00+00:00,25,10,252,51
2024-03-18 00:00:00+00:00,53,13,865,174
2024-03-19 00:00:00+00:00,77,16,839,224
2024-03-20 00:00:00+00:00,78,11,651,196
2024-03-21 00:00:00+00:00,24,12,908,175
2024-03-22 00:00:00+00:00,22,9,523,146
2024-03-23 00:00:00+00:00,4,4,152,50
