referrer,views_total,views_unique
nutui.jd.com,4068,609
github.com,879,165
Google,344,115
cn.bing.com,116,47
wx.mail.qq.com,92,1
link.juejin.cn,83,33
link.csdn.net,42,6
Bing,39,16
npmjs.com,31,6
mail.qq.com,22,2
