referrer,views_total,views_unique
nutui.jd.com,4179,918
github.com,769,185
Google,406,153
cn.bing.com,223,95
link.juejin.cn,187,41
Baidu,145,71
medium.com,57,22
gitee.com,36,12
hellogithub.com,34,8
Bing,26,16
