referrer,views_total,views_unique
nutui.jd.com,5743,1376
github.com,2376,336
Google,207,78
oschina.net,163,113
link.juejin.cn,149,89
joyspace.jd.com,76,1
cn.bing.com,67,31
link.segmentfault.com,50,7
jagile.jd.com,46,16
Baidu,39,15
