referrer,views_total,views_unique
nutui.jd.com,2867,648
github.com,441,118
Google,218,104
medium.com,172,47
cn.bing.com,124,56
Baidu,71,44
link.juejin.cn,66,18
Bing,40,22
link.csdn.net,22,7
npmjs.com,18,5
