referrer,views_total,views_unique
nutui.jd.com,2521,549
Google,324,121
github.com,253,92
cn.bing.com,140,57
medium.com,106,47
Baidu,70,50
gitee.com,30,7
Bing,25,12
link.juejin.cn,23,13
hellogithub.com,17,6
