referrer,views_total,views_unique
nutui.jd.com,4880,821
github.com,902,170
Google,222,107
link.zhihu.com,121,20
cn.bing.com,98,50
link.juejin.cn,72,41
gitee.com,36,9
Baidu,22,16
Bing,22,12
xingyun.jd.com,22,1
