time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-19 00:00:00+00:00,24,11,917,188
2023-04-20 00:00:00+00:00,20,7,809,182
2023-04-21 00:00:00+00:00,54,10,932,186
2023-04-22 00:00:00+00:00,4,4,282,79
2023-04-23 00:00:00+00:00,5,5,545,168
2023-04-24 00:00:00+00:00,36,11,1058,193
2023-04-25 00:00:00+00:00,22,9,782,184
2023-04-26 00:00:00+00:00,36,18,763,164
2023-04-27 00:00:00+00:00,12,7,822,201
2023-04-28 00:00:00+00:00,2,2,463,152
2023-04-29 00:00:00+00:00,5,5,217,59
2023-04-30 00:00:00+00:00,4,4,155,44
2023-05-01 00:00:00+00:00,3,2,90,38
2023-05-02 00:00:00+00:00,1,1,133,52
