referrer,views_total,views_unique
nutui.jd.com,4035,824
github.com,916,172
Google,389,136
cn.bing.com,134,50
npmjs.com,74,8
link.zhihu.com,56,27
wx.mail.qq.com,44,1
gitee.com,30,10
Bing,29,18
link.juejin.cn,21,17
