referrer,views_total,views_unique
nutui.jd.com,6094,921
github.com,1377,275
Google,252,105
cn.bing.com,121,57
link.juejin.cn,71,25
joyspace.jd.com,37,2
link.zhihu.com,33,23
Baidu,30,15
Bing,29,19
gitee.com,25,10
