referrer,views_total,views_unique
nutui.jd.com,5323,1042
github.com,1828,317
Google,253,118
link.juejin.cn,77,41
cn.bing.com,67,34
link.zhihu.com,45,31
Bing,32,10
gitee.com,29,21
Baidu,29,11
blog.csdn.net,21,12
