referrer,views_total,views_unique
nutui.jd.com,3604,855
github.com,696,163
Google,317,144
cn.bing.com,172,63
Baidu,86,52
medium.com,85,37
link.juejin.cn,67,29
hellogithub.com,42,32
link.zhihu.com,33,20
gitee.com,33,8
