url_path,views_total,views_unique
/jdf2e/nutui,1600,897
/jdf2e/nutui/issues,1125,330
/jdf2e/nutui/tree/v4/src,413,117
/jdf2e/nutui/releases,288,185
/jdf2e/nutui/tree/v4/src/packages,282,92
/jdf2e/nutui/tree/v4/src/packages/__VUE,164,63
/jdf2e/nutui/pulls,126,25
/jdf2e/nutui/blob/v4/package.json,72,15
/jdf2e/nutui/tree/v4/src/sites,67,30
/jdf2e/nutui/tree/v4/jd,62,34
