url_path,views_total,views_unique
/jdf2e/nutui/issues,2729,561
/jdf2e/nutui,2438,1012
/jdf2e/nutui/tree/next/src,550,188
/jdf2e/nutui/releases,498,311
/jdf2e/nutui/tree/next/src/packages,462,147
/jdf2e/nutui/tree/next/src/packages/__VUE,290,96
/jdf2e/nutui/pulls,289,59
/jdf2e/nutui/tree/next/src/sites,158,75
/jdf2e/nutui/tree/next/jd,124,80
/jdf2e/nutui/discussions,117,31
