referrer,views_total,views_unique
nutui.jd.com,4220,774
github.com,1021,196
Google,346,114
cn.bing.com,142,50
link.juejin.cn,60,28
gitee.com,43,12
npmjs.com,38,5
Baidu,30,22
link.zhihu.com,25,10
Bing,10,8
