referrer,views_total,views_unique
nutui.jd.com,3880,665
github.com,419,114
Google,357,153
medium.com,148,50
cn.bing.com,146,60
npmjs.com,103,3
Baidu,63,44
link.juejin.cn,48,12
Bing,42,16
gitee.com,26,12
