url_path,views_total,views_unique
/jdf2e/nutui,1660,844
/jdf2e/nutui/issues,986,274
/jdf2e/nutui/tree/v4/src,386,110
/jdf2e/nutui/pulls,367,36
/jdf2e/nutui/tree/v4/src/packages,308,86
/jdf2e/nutui/releases,263,166
/jdf2e/nutui/tree/v4/packages,230,70
/jdf2e/nutui/commits/v4,216,10
/jdf2e/nutui/tree/v4/src/packages/__VUE,174,48
/jdf2e/nutui/tree/pkg,61,1
