referrer,views_total,views_unique
nutui.jd.com,4306,796
github.com,546,121
Google,336,141
cn.bing.com,127,56
Baidu,88,54
Bing,77,30
medium.com,70,30
gitee.com,61,13
link.juejin.cn,34,21
naiveui.com,21,1
