referrer,views_total,views_unique
nutui.jd.com,3370,795
github.com,574,147
Google,240,132
cn.bing.com,162,52
medium.com,83,30
Baidu,77,47
hellogithub.com,63,50
link.juejin.cn,41,17
gitee.com,38,11
blog.csdn.net,24,7
