referrer,views_total,views_unique
nutui.jd.com,4609,807
github.com,1644,299
joyspace.jd.com,196,3
Google,182,94
link.juejin.cn,150,58
Baidu,47,31
cn.bing.com,31,24
gitee.com,28,7
link.csdn.net,26,9
Bing,25,2
