time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,35,9,772,192
2024-04-23 00:00:00+00:00,12,10,748,172
2024-04-24 00:00:00+00:00,26,13,705,175
2024-04-25 00:00:00+00:00,35,12,671,168
2024-04-26 00:00:00+00:00,31,14,752,181
2024-04-27 00:00:00+00:00,14,8,147,53
2024-04-28 00:00:00+00:00,37,14,611,167
2024-04-29 00:00:00+00:00,52,14,733,175
2024-04-30 00:00:00+00:00,15,11,458,152
2024-05-01 00:00:00+00:00,6,5,199,53
2024-05-02 00:00:00+00:00,5,5,281,45
2024-05-03 00:00:00+00:00,30,10,163,43
2024-05-04 00:00:00+00:00,14,9,139,49
2024-05-05 00:00:00+00:00,4,4,177,58
