referrer,views_total,views_unique
nutui.jd.com,4311,783
github.com,1129,169
Google,243,118
link.juejin.cn,191,31
cn.bing.com,134,47
gitee.com,133,9
link.zhihu.com,91,22
npmjs.com,61,6
Bing,36,13
developer.mend.io,22,1
