referrer,views_total,views_unique
nutui.jd.com,1441,322
github.com,718,141
Google,54,29
cn.bing.com,20,11
link.juejin.cn,14,12
link.zhihu.com,12,9
mail.qq.com,10,2
npmjs.com,8,2
gitee.com,6,6
blog.csdn.net,5,5
