referrer,views_total,views_unique
nutui.jd.com,5654,830
github.com,869,194
Google,219,96
link.juejin.cn,126,39
cn.bing.com,108,54
Baidu,75,19
npmjs.com,53,7
link.zhihu.com,29,15
joyspace.jd.com,25,1
ext.dcloud.net.cn,22,3
