referrer,views_total,views_unique
nutui.jd.com,5815,1335
github.com,2387,334
Google,202,89
link.juejin.cn,171,91
oschina.net,159,110
joyspace.jd.com,79,2
cn.bing.com,74,36
link.segmentfault.com,49,6
jagile.jd.com,46,16
Baidu,41,17
