referrer,views_total,views_unique
nutui.jd.com,5884,1139
github.com,1643,312
Google,292,126
cn.bing.com,87,44
link.juejin.cn,64,36
link.csdn.net,55,6
link.zhihu.com,42,26
gitee.com,34,21
Bing,23,15
npmjs.com,16,10
