time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-29 00:00:00+00:00,11.0,8.0,1318,231
2022-06-30 00:00:00+00:00,24.0,16.0,1335,197
2022-07-01 00:00:00+00:00,16.0,5.0,1450,193
2022-07-02 00:00:00+00:00,,,494,78
2022-07-03 00:00:00+00:00,10.0,7.0,302,62
2022-07-04 00:00:00+00:00,18.0,9.0,1313,237
2022-07-05 00:00:00+00:00,3.0,3.0,950,208
2022-07-06 00:00:00+00:00,19.0,9.0,1235,191
2022-07-07 00:00:00+00:00,24.0,13.0,981,176
2022-07-08 00:00:00+00:00,33.0,16.0,1425,196
2022-07-09 00:00:00+00:00,3.0,3.0,353,74
2022-07-10 00:00:00+00:00,3.0,3.0,381,74
2022-07-11 00:00:00+00:00,35.0,13.0,1708,212
2022-07-12 00:00:00+00:00,13.0,6.0,1495,249
