referrer,views_total,views_unique
nutui.jd.com,3364,784
github.com,901,138
Google,303,132
cn.bing.com,111,49
Baidu,75,46
medium.com,66,28
Bing,38,19
link.juejin.cn,29,19
link.csdn.net,18,11
gitee.com,12,10
