time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-05 00:00:00+00:00,5,5,197,63
2023-08-06 00:00:00+00:00,12,5,403,67
2023-08-07 00:00:00+00:00,17,10,1177,206
2023-08-08 00:00:00+00:00,4,4,913,162
2023-08-09 00:00:00+00:00,23,10,1110,166
2023-08-10 00:00:00+00:00,6,6,981,152
2023-08-11 00:00:00+00:00,7,6,1106,166
2023-08-12 00:00:00+00:00,6,6,412,66
2023-08-13 00:00:00+00:00,6,6,376,59
2023-08-14 00:00:00+00:00,6,6,863,170
2023-08-15 00:00:00+00:00,5,4,801,182
2023-08-16 00:00:00+00:00,11,11,876,157
2023-08-17 00:00:00+00:00,19,8,834,167
2023-08-18 00:00:00+00:00,4,4,876,161
