referrer,views_total,views_unique
nutui.jd.com,5358,901
github.com,1159,226
Google,491,139
cn.bing.com,91,49
link.juejin.cn,75,47
m.baidu.com,72,2
link.zhihu.com,50,29
Baidu,50,20
gitee.com,27,15
Bing,24,14
