time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-24 00:00:00+00:00,20,11,1089,197
2023-05-25 00:00:00+00:00,10,8,925,191
2023-05-26 00:00:00+00:00,14,9,808,188
2023-05-27 00:00:00+00:00,12,10,505,83
2023-05-28 00:00:00+00:00,15,8,451,68
2023-05-29 00:00:00+00:00,27,7,1019,209
2023-05-30 00:00:00+00:00,1,1,979,203
2023-05-31 00:00:00+00:00,11,6,905,193
2023-06-01 00:00:00+00:00,4,3,842,164
2023-06-02 00:00:00+00:00,43,14,1180,185
2023-06-03 00:00:00+00:00,7,7,322,78
2023-06-04 00:00:00+00:00,10,8,359,58
2023-06-05 00:00:00+00:00,35,14,903,211
2023-06-06 00:00:00+00:00,50,16,1136,197
