referrer,views_total,views_unique
nutui.jd.com,5765,957
github.com,1136,250
Google,433,110
link.juejin.cn,89,47
cn.bing.com,81,52
m.baidu.com,71,1
Baidu,53,17
link.zhihu.com,39,21
gitee.com,33,18
mail.qq.com,27,5
