url_path,views_total,views_unique
/jdf2e/nutui,2482,1137
/jdf2e/nutui/issues,2060,496
/jdf2e/nutui/pulls,530,69
/jdf2e/nutui/releases,481,305
/jdf2e/nutui/tree/next/src,453,220
/jdf2e/nutui/tree/next/src/packages,405,185
/jdf2e/nutui/tree/next/src/packages/__VUE,295,146
/jdf2e/nutui/commits/next,114,21
/jdf2e/nutui/tree/next/src/sites,102,63
/jdf2e/nutui/tree/next/jd,80,66
