time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-05 00:00:00+00:00,25,12,1214,194
2022-08-06 00:00:00+00:00,12,9,258,62
2022-08-07 00:00:00+00:00,7,7,95,42
2022-08-08 00:00:00+00:00,55,18,1141,206
2022-08-09 00:00:00+00:00,73,17,1408,213
2022-08-10 00:00:00+00:00,13,10,875,199
2022-08-11 00:00:00+00:00,20,12,788,193
2022-08-12 00:00:00+00:00,6,5,727,165
2022-08-13 00:00:00+00:00,8,8,348,75
2022-08-14 00:00:00+00:00,5,5,222,55
2022-08-15 00:00:00+00:00,37,17,1267,200
2022-08-16 00:00:00+00:00,5,5,1023,202
2022-08-17 00:00:00+00:00,36,12,1276,207
2022-08-18 00:00:00+00:00,6,6,676,165
