time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-22 00:00:00+00:00,19,15,1053,247
2022-11-23 00:00:00+00:00,5,5,894,200
2022-11-24 00:00:00+00:00,12,8,794,193
2022-11-25 00:00:00+00:00,9,7,547,152
2022-11-26 00:00:00+00:00,11,7,223,73
2022-11-27 00:00:00+00:00,3,3,340,79
2022-11-28 00:00:00+00:00,15,7,642,154
2022-11-29 00:00:00+00:00,35,16,1036,200
2022-11-30 00:00:00+00:00,53,20,865,188
2022-12-01 00:00:00+00:00,78,21,1060,193
2022-12-02 00:00:00+00:00,74,13,990,218
2022-12-03 00:00:00+00:00,3,3,325,81
2022-12-04 00:00:00+00:00,10,6,432,104
2022-12-05 00:00:00+00:00,55,10,898,206
