referrer,views_total,views_unique
nutui.jd.com,4295,771
github.com,1156,255
Google,274,112
cn.bing.com,87,40
link.juejin.cn,37,25
Bing,36,13
Baidu,35,20
link.zhihu.com,25,14
gitee.com,14,12
npmjs.com,10,4
