referrer,views_total,views_unique
nutui.jd.com,1426,313
github.com,387,90
Google,125,44
cn.bing.com,69,24
wx.mail.qq.com,20,1
link.juejin.cn,15,8
Bing,15,8
npmjs.com,15,5
link.csdn.net,10,3
gitee.com,8,6
