referrer,views_total,views_unique
nutui.jd.com,3425,626
github.com,651,153
cn.bing.com,210,50
Google,159,73
link.juejin.cn,88,25
npmjs.com,43,8
Baidu,29,12
Bing,21,16
joyspace.jd.com,21,3
link.csdn.net,16,5
