referrer,views_total,views_unique
nutui.jd.com,4830,847
github.com,2362,327
Google,210,116
cn.bing.com,88,38
link.juejin.cn,74,38
Baidu,43,20
joyspace.jd.com,42,2
link.zhihu.com,39,26
gitee.com,22,18
jb51.net,16,2
