referrer,views_total,views_unique
nutui.jd.com,5232,929
github.com,1170,238
Google,285,136
link.juejin.cn,118,50
cn.bing.com,115,50
link.zhihu.com,72,28
gitee.com,41,11
Baidu,27,10
oschina.net,24,4
Bing,11,7
