referrer,views_total,views_unique
nutui.jd.com,2814,552
github.com,552,136
cn.bing.com,208,49
Google,156,71
link.juejin.cn,86,23
npmjs.com,43,8
Baidu,28,11
joyspace.jd.com,21,3
Bing,17,13
link.csdn.net,16,5
