referrer,views_total,views_unique
nutui.jd.com,3894,651
github.com,927,174
Google,252,124
link.juejin.cn,177,27
cn.bing.com,86,36
link.zhihu.com,34,19
Baidu,27,6
Bing,23,11
npmjs.com,16,5
ai2news.com,14,3
