referrer,views_total,views_unique
nutui.jd.com,6049,1113
github.com,1622,299
Google,178,106
link.juejin.cn,106,44
cn.bing.com,78,53
link.zhihu.com,55,31
Baidu,38,22
gitee.com,25,19
Bing,22,13
m.baidu.com,21,3
