time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-06 00:00:00+00:00,52,17,1141,201
2023-06-07 00:00:00+00:00,15,7,923,182
2023-06-08 00:00:00+00:00,25,12,1155,179
2023-06-09 00:00:00+00:00,30,15,1099,198
2023-06-10 00:00:00+00:00,8,6,384,86
2023-06-11 00:00:00+00:00,2,2,249,51
2023-06-12 00:00:00+00:00,37,14,1027,242
2023-06-13 00:00:00+00:00,36,16,766,182
2023-06-14 00:00:00+00:00,21,15,1136,170
2023-06-15 00:00:00+00:00,7,6,982,184
2023-06-16 00:00:00+00:00,15,9,940,179
2023-06-17 00:00:00+00:00,4,4,263,80
2023-06-18 00:00:00+00:00,4,4,374,74
2023-06-19 00:00:00+00:00,49,10,939,187
