url_path,views_total,views_unique
/jdf2e/nutui,2291,1059
/jdf2e/nutui/issues,1869,490
/jdf2e/nutui/pulls,455,73
/jdf2e/nutui/releases,435,305
/jdf2e/nutui/tree/next/src,411,198
/jdf2e/nutui/tree/next/src/packages,339,172
/jdf2e/nutui/tree/next/src/packages/__VUE,238,119
/jdf2e/nutui/issues/1670,167,90
/jdf2e/nutui/search,117,52
/jdf2e/nutui/tree/next/src/sites,106,62
