referrer,views_total,views_unique
nutui.jd.com,4598,711
github.com,866,155
Google,222,121
cn.bing.com,95,54
link.juejin.cn,87,29
link.zhihu.com,78,25
gitee.com,32,10
npmjs.com,28,11
Baidu,25,16
Bing,16,6
