referrer,views_total,views_unique
nutui.jd.com,5885,881
github.com,1265,250
Google,228,92
cn.bing.com,117,55
link.juejin.cn,70,25
Baidu,38,17
joyspace.jd.com,37,2
link.zhihu.com,31,21
Bing,28,18
gitee.com,24,9
